   Time                        u                   v                   w                  p                      q                      r                  x_f                     y_f                   z_f                   e_0                   e_x                   e_y                   e_z 
  8.100000000000e+00   9.868990894766e+01   0.000000000000e+00   2.570976845146e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.057040191576e+02   0.000000000000e+00   5.895505751026e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.200000000000e+00   9.866301221366e+01   0.000000000000e+00   2.602264727262e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.155716677912e+02   0.000000000000e+00   5.892919128844e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.300000000000e+00   9.863580582481e+01   0.000000000000e+00   2.633535749837e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.254366112785e+02   0.000000000000e+00   5.890301227191e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.400000000000e+00   9.860828860313e+01   0.000000000000e+00   2.664789678883e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.352988185951e+02   0.000000000000e+00   5.887652063043e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.500000000000e+00   9.858045937477e+01   0.000000000000e+00   2.696026279259e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.451582585989e+02   0.000000000000e+00   5.884971653610e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.600000000000e+00   9.855231696947e+01   0.000000000000e+00   2.727245314669e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.550149000308e+02   0.000000000000e+00   5.882260016339e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.700000000000e+00   9.852386022009e+01   0.000000000000e+00   2.758446547642e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.648687115147e+02   0.000000000000e+00   5.879517168914e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.800000000000e+00   9.849508796213e+01   0.000000000000e+00   2.789629739525e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.747196615579e+02   0.000000000000e+00   5.876743129257e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.900000000000e+00   9.846599903330e+01   0.000000000000e+00   2.820794650473e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.845677185514e+02   0.000000000000e+00   5.873937915529e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  9.000000000000e+00   9.843659227309e+01   0.000000000000e+00   2.851941039432e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.944128507702e+02   0.000000000000e+00   5.871101546130e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
