  Time[s]              u[ft/s]             v[ft/s]               w[ft/s]               p[rad/s]             q[rad/s]             r[rad/s]             x[ft]                y[ft]                z[ft]                phi[rad]             theta[rad]             psi[rad]
  1.000000000000e+00   1.856767165650e+02  -1.141514573530e+00   1.276267884071e+00   9.704438969837e+01  -1.452631204140e-01  -6.017570918989e-02   1.966344946202e+02  -6.468754056817e-02  -6.736368105148e+00   1.001662663964e+02  -6.784537258488e-02   2.829228212428e-03
  1.005000000000e+00   1.855823857033e+02  -4.080055649281e-01   1.673571851529e+00   9.699512563371e+01  -1.582224801739e-01   1.225689259490e-02   1.975599401500e+02  -6.512092168249e-02  -6.665075383749e+00   1.006513670616e+02  -6.863417599149e-02   2.801387119477e-03
  1.010000000000e+00   1.854878650532e+02   4.318207020756e-01   1.676310069618e+00   9.694589539227e+01  -1.367693072794e-01   8.337594264181e-02   1.984848532141e+02  -6.555574669289e-02  -6.593020514179e+00   1.011362223598e+02  -6.942982932845e-02   2.761410275078e-03
  1.015000000000e+00   1.853940491305e+02   1.176853902807e+00   1.278489543919e+00   9.689671468942e+01  -8.493224529699e-02   1.375738849902e-01   1.994092343535e+02  -6.599205472621e-02  -6.520203907036e+00   1.016208324826e+02  -7.023225578057e-02   2.709362203212e-03
  1.020000000000e+00   1.853014404098e+02   1.646160967816e+00   5.715797377164e-01   9.684765994423e+01  -1.348148598549e-02   1.626343017398e-01   2.003330878993e+02  -6.642987354703e-02  -6.446625703231e+00   1.021051978697e+02  -7.104137102236e-02   2.645323893322e-03
  1.025000000000e+00   1.852096857029e+02   1.723744091656e+00  -2.764984880299e-01   9.679880106187e+01   6.228878044129e-02   1.524839163643e-01   2.012564185952e+02  -6.686922919931e-02  -6.372286005432e+00   1.025893193570e+02  -7.185708335635e-02   2.569392815184e-03
  1.030000000000e+00   1.851178840413e+02   1.387895686710e+00  -1.061636710673e+00   9.675013890414e+01   1.258214757128e-01   1.086587615157e-01   2.021792277897e+02  -6.731015602739e-02  -6.297185150954e+00   1.030731979709e+02  -7.267929433375e-02   2.481682837830e-03
  1.035000000000e+00   1.850253999359e+02   7.175987159402e-01  -1.593301297417e+00   9.670160457727e+01   1.629101301521e-01   4.013093513074e-02   2.031015126671e+02  -6.775269777080e-02  -6.221323775598e+00   1.035568345516e+02  -7.350789908930e-02   2.382323698997e-03
  1.040000000000e+00   1.849324447711e+02  -1.259278865211e-01  -1.741516220949e+00   9.665312209302e+01   1.648778395322e-01  -3.850612374585e-02   2.040232692622e+02  -6.819689927792e-02  -6.144702601493e+00   1.040402295436e+02  -7.434278639621e-02   2.271460881342e-03
  1.045000000000e+00   1.848398901062e+02  -9.382319236950e-01  -1.469327186760e+00   9.660467791452e+01   1.306094854210e-01  -1.101339178501e-01   2.049444965498e+02  -6.864279681985e-02  -6.067322135780e+00   1.045233831469e+02  -7.518383926731e-02   2.149255565290e-03
  1.050000000000e+00   1.847484763891e+02  -1.521674317213e+00  -8.425112586429e-01   9.655633395984e+01   6.695968132079e-02  -1.588336665949e-01   2.058651978815e+02  -6.909041573817e-02  -5.989182555710e+00   1.050062956916e+02  -7.603093547582e-02   2.015884028919e-03
  1.055000000000e+00   1.846581384699e+02  -1.734153350486e+00  -1.391092451131e-02   9.650817193490e+01  -1.259321206895e-02  -1.734297803575e-01   2.067853784447e+02  -6.953977713817e-02  -5.910283891511e+00   1.054889678966e+02  -7.688394762570e-02   1.871537318125e-03
  1.060000000000e+00   1.845680674071e+02  -1.524362722958e+00   8.139006343538e-01   9.646021973578e+01  -9.079018724773e-02  -1.500616850729e-01   2.077050410586e+02  -6.999090670303e-02  -5.830626345523e+00   1.059714007769e+02  -7.774274363235e-02   1.716421193938e-03
  1.065000000000e+00   1.844774532668e+02  -9.447148991045e-01   1.438466728892e+00   9.641242723394e+01  -1.503356769455e-01  -9.319004785537e-02   2.086241841548e+02  -7.044383719908e-02  -5.750210455120e+00   1.064535952845e+02  -7.860718727530e-02   1.550755553001e-03
  1.070000000000e+00   1.843862256157e+02  -1.385881681774e-01   1.707459774491e+00   9.636471343445e+01  -1.777311899694e-01  -1.477736477961e-02   2.095428037849e+02  -7.089860332577e-02  -5.669036945380e+00   1.069355520125e+02  -7.947713825275e-02   1.374773951474e-03
  1.075000000000e+00   1.842951103295e+02   6.950420610148e-01   1.556400129721e+00   9.631704136255e+01  -1.663469078511e-01   6.821656175613e-02   2.104608977909e+02  -7.135523481602e-02  -5.587106403288e+00   1.074172712313e+02  -8.035245257101e-02   1.188723521593e-03
  1.080000000000e+00   1.842049538261e+02   1.350856591113e+00   1.024636149352e+00   9.626945173732e+01  -1.180289701874e-01   1.375038447051e-01   2.113784682909e+02  -7.181375421457e-02  -5.504419073565e+00   1.078987532209e+02  -8.123298320694e-02   9.928644196583e-04
  1.085000000000e+00   1.841159425998e+02   1.668092239224e+00   2.455387991143e-01   9.622202488908e+01  -4.285135273680e-02   1.775087453524e-01   2.122955202111e+02  -7.227418055088e-02  -5.420974967533e+00   1.083799985894e+02  -8.211858025868e-02   7.874691996147e-04
  1.090000000000e+00   1.840274395667e+02   1.570398337687e+00  -5.867016395574e-01   9.617480676109e+01   4.297168994888e-02   1.788837279795e-01   2.132120572550e+02  -7.273653432153e-02  -5.336774187414e+00   1.088610082869e+02  -8.300909121664e-02   5.728226490878e-04
  1.095000000000e+00   1.839385832546e+02   1.084687292035e+00  -1.265432470012e+00   9.612776766192e+01   1.205838172879e-01   1.407040274427e-01   2.141280790613e+02  -7.320083852000e-02  -5.251817165750e+00   1.093417833047e+02  -8.390436157704e-02   3.492212847020e-04
  1.100000000000e+00   1.838490870588e+02   3.342472680155e-01  -1.622996596087e+00   9.608083144852e+01   1.726410754056e-01   7.082289748945e-02   2.150435821615e+02  -7.366711571673e-02  -5.166104595181e+00   1.098223243436e+02  -8.480423501109e-02   1.169726324101e-04
  1.105000000000e+00   1.837594942757e+02  -4.921850466590e-01  -1.572441005980e+00   9.603394713444e+01   1.872049487056e-01  -1.572833513856e-02   2.159585637991e+02  -7.413538558368e-02  -5.079637112082e+00   1.103026317559e+02  -8.570855355050e-02  -1.236050226657e-04
  1.110000000000e+00   1.836706577194e+02  -1.187675102480e+00  -1.129046339293e+00   9.598713585774e+01   1.604958718915e-01  -9.997425946224e-02   2.168730250223e+02  -7.460566564070e-02  -4.992415029555e+00   1.107827058120e+02  -8.661715822116e-02  -3.721830886018e-04
  1.115000000000e+00   1.835829375206e+02  -1.578854131386e+00  -4.062879149963e-01   9.594046988172e+01   9.786803264869e-02  -1.631678711890e-01   2.177869701805e+02  -7.507797357325e-02  -4.904438371455e+00   1.112625470362e+02  -8.752988932207e-02  -6.284234410329e-04
  1.120000000000e+00   1.834958694005e+02  -1.569246685434e+00   4.127658447717e-01   9.589400416937e+01   1.275503211371e-02  -1.909810970068e-01   2.187004033420e+02  -7.555232750054e-02  -4.815707177920e+00   1.117421562978e+02  -8.844658653958e-02  -8.919787730731e-04
  1.125000000000e+00   1.834086093665e+02  -1.163315822501e+00   1.121463115525e+00   9.584772513477e+01  -7.621124318423e-02  -1.767721668532e-01   2.196133250227e+02  -7.602874303481e-02  -4.726221795935e+00   1.122215345770e+02  -8.936708948034e-02  -1.162493022653e-03
  1.130000000000e+00   1.833207302982e+02  -4.651987310723e-01   1.541468657527e+00   9.580156439369e+01  -1.492911247871e-01  -1.231804852545e-01   2.205257322917e+02  -7.650723066430e-02  -4.635982879151e+00   1.127006826275e+02  -9.029123795573e-02  -1.439602191634e-03
  1.135000000000e+00   1.832326180119e+02   3.475610626911e-01   1.567551082962e+00   9.575546384066e+01  -1.900366006929e-01  -4.166396039457e-02   2.214376221177e+02  -7.698779784490e-02  -4.544991094251e+00   1.131796008563e+02  -9.121887203919e-02  -1.722934794158e-03
  1.140000000000e+00   1.831450962154e+02   1.068713932378e+00   1.194024652659e+00   9.570943020329e+01  -1.890145828536e-01   4.994860893478e-02   2.223489947683e+02  -7.747045472080e-02  -4.453246810792e+00   1.136582895295e+02  -9.214983256966e-02  -2.012112240752e-03
  1.145000000000e+00   1.830586389648e+02   1.515241145172e+00   5.161998140809e-01   9.566352762176e+01  -1.460059562773e-01   1.313681225688e-01   2.232598540469e+02  -7.795521715634e-02  -4.360750070836e+00   1.141367491055e+02  -9.308396151904e-02  -2.306749637575e-03
  1.150000000000e+00   1.829729178176e+02   1.573509441625e+00  -2.935488880382e-01   9.561781567329e+01  -7.016424968494e-02   1.843582732252e-01   2.241702041581e+02  -7.844210253143e-02  -4.267500871967e+00   1.146149803796e+02  -9.402110201434e-02  -2.606456306366e-03
  1.155000000000e+00   1.828871132016e+02   1.228056502052e+00  -1.029133183159e+00   9.557229190515e+01   2.192834166176e-02   1.968425502235e-01   2.250800461888e+02  -7.893112111650e-02  -4.173499497722e+00   1.150929843016e+02  -9.496109872592e-02  -2.910836164104e-03
  1.160000000000e+00   1.828006948409e+02   5.657498193157e-01  -1.502683901875e+00   9.552689358505e+01   1.098958664866e-01   1.656752167324e-01   2.259893775599e+02  -7.942227177393e-02  -4.078746578180e+00   1.155707616414e+02  -9.590379821813e-02  -3.219488547332e-03
  1.165000000000e+00   1.827139291217e+02  -2.457885768479e-01  -1.592057887205e+00   9.548155709899e+01   1.740957470989e-01   9.743636790181e-02   2.268981949783e+02  -7.991554819366e-02  -3.983242815991e+00   1.160483128226e+02  -9.684904892983e-02  -3.532008825933e-03
  1.170000000000e+00   1.826276273508e+02  -1.000158020028e+00  -1.271985306489e+00   9.543627846872e+01   2.000279937356e-01   7.049629725228e-03   2.278064980851e+02  -8.041095113172e-02  -3.886988634364e+00   1.165256380827e+02  -9.779670151226e-02  -3.847988742113e-03
  1.175000000000e+00   1.825423686368e+02  -1.504099884365e+00  -6.209857045125e-01   9.539111703955e+01   1.816312342571e-01  -8.548905571455e-02   2.287142903086e+02  -8.090849421611e-02  -3.789984085862e+00   1.170027378095e+02  -9.874660924021e-02  -4.167017162302e-03
  1.180000000000e+00   1.824579346412e+02  -1.626387830232e+00   1.977812212275e-01   9.534613817760e+01   1.227114879209e-01  -1.595525786917e-01   2.296215760669e+02  -8.140819575675e-02  -3.692229119031e+00   1.174796127311e+02  -9.969862797310e-02  -4.488680725562e-03
  1.185000000000e+00   1.823735010589e+02  -1.331425235989e+00   9.770575241119e-01   9.530134912583e+01   3.616462689247e-02  -1.985030371456e-01   2.305283569521e+02  -8.191006273053e-02  -3.593723957153e+00   1.179562637731e+02  -1.006526163706e-01  -4.812564178620e-03
  1.190000000000e+00   1.822884163835e+02  -6.890547681023e-01   1.517389949155e+00   9.525668957148e+01  -5.885093686715e-02  -1.934513544924e-01   2.314346305462e+02  -8.241408248950e-02  -3.494469225413e+00   1.184326917155e+02  -1.016084362790e-01  -5.138251143629e-03
  1.195000000000e+00   1.822028335227e+02   1.420219134522e-01   1.677479705995e+00   9.521208718427e+01  -1.411703932694e-01  -1.453019083521e-01   2.323403930702e+02  -8.292023255219e-02  -3.394465691941e+00   1.189088969756e+02  -1.025659526609e-01  -5.465324871136e-03
  1.200000000000e+00   1.821175847697e+02   9.532500096992e-01   1.410382308264e+00   9.516752629705e+01  -1.923585091641e-01  -6.460840360650e-02   2.332456434144e+02  -8.342850138098e-02  -3.293713857114e+00   1.193848797285e+02  -1.035250337375e-01  -5.793368531093e-03
  1.205000000000e+00   1.820333993650e+02   1.538078204501e+00   7.764145345321e-01   9.512306402538e+01  -2.008605611497e-01   3.074160311595e-02   2.341503847118e+02  -8.393889993945e-02  -3.192213783239e+00   1.198606402616e+02  -1.044855514288e-01  -6.121965846934e-03
  1.210000000000e+00   1.819501934212e+02   1.743837619213e+00  -7.063252451915e-02   9.507877668742e+01  -1.646284036134e-01   1.195046546655e-01   2.350546218602e+02  -8.445145048497e-02  -3.089965342663e+00   1.203361792255e+02  -1.054473812869e-01  -6.450701853209e-03
  1.215000000000e+00   1.818671144915e+02   1.510730232828e+00  -9.207678218745e-01   9.503468560360e+01  -9.162120979603e-02   1.818337223223e-01   2.359583572294e+02  -8.496616073921e-02  -2.986968666904e+00   1.208114975380e+02  -1.064104024921e-01  -6.779163180646e-03
  1.220000000000e+00   1.817833253192e+02   8.881214042717e-01  -1.559513336827e+00   9.499073272444e+01   1.942381393806e-03   2.037372664485e-01   2.368615886053e+02  -8.548300762691e-02  -2.883224373062e+00   1.212865960172e+02  -1.073744982640e-01  -7.106938679397e-03
  1.225000000000e+00   1.816988063768e+02   2.387351101643e-02  -1.821366142501e+00   9.494683144951e+01   9.519674045254e-02   1.802387142527e-01   2.377643114350e+02  -8.600194878159e-02  -2.778733334603e+00   1.217614750867e+02  -1.083395557994e-01  -7.433620313660e-03
  1.230000000000e+00   1.816144128987e+02  -8.709129816086e-01  -1.631784618019e+00   9.490294721520e+01   1.672994170203e-01   1.165189407531e-01   2.386665234120e+02  -8.652295446850e-02  -2.673496189498e+00   1.222361348387e+02  -1.093054661564e-01  -7.758803432911e-03
  1.235000000000e+00   1.815311010050e+02  -1.573292945896e+00  -1.027196903516e+00   9.485913226631e+01   2.021095681761e-01   2.677697316997e-02   2.395682271316e+02  -8.704603031648e-02  -2.567513043133e+00   1.227105754116e+02  -1.102721246990e-01  -8.082087168388e-03
  1.240000000000e+00   1.814490207483e+02  -1.903500502065e+00  -1.478588093240e-01   9.481547939687e+01   1.918196670866e-01  -6.894080622828e-02   2.404694281976e+02  -8.757120650078e-02  -2.460783664406e+00   1.231847973381e+02  -1.112394311067e-01  -8.403075281132e-03
  1.245000000000e+00   1.813673282483e+02  -1.770104633873e+00   7.949818400173e-01   9.477203468524e+01   1.387194472205e-01  -1.492325337445e-01   2.413701303534e+02  -8.809849977145e-02  -2.353308020753e+00   1.236588015303e+02  -1.122072890832e-01  -8.721376459347e-03
  1.250000000000e+00   1.812849279240e+02  -1.194101175040e+00   1.569849537554e+00   9.472874980773e+01   5.469138512008e-02  -1.961436722026e-01   2.422703320982e+02  -8.862788235945e-02  -2.245086664419e+00   1.241325888959e+02  -1.131756067205e-01  -9.036604651604e-03
  1.255000000000e+00   1.812014905404e+02  -3.057926861952e-01   1.981516192532e+00   9.468552095346e+01  -4.145168770840e-02  -1.991992057739e-01   2.431700280589e+02  -8.915928941819e-02  -2.136120591184e+00   1.246061599298e+02  -1.141442965982e-01  -9.348380062152e-03
  1.260000000000e+00   1.811178052249e+02   6.851108088854e-01   1.919457516252e+00   9.464228218677e+01  -1.281892183650e-01  -1.577561153415e-01   2.440692140762e+02  -8.969266306849e-02  -2.026410668299e+00   1.250795146644e+02  -1.151132753687e-01  -9.656329556531e-03
  1.265000000000e+00   1.810351042545e+02   1.539206665484e+00   1.386381254468e+00   9.459906857190e+01  -1.861251824184e-01  -8.114487559314e-02   2.449678914353e+02  -9.022799449573e-02  -1.915957142548e+00   1.255526530459e+02  -1.160824640559e-01  -9.960086683109e-03
  1.270000000000e+00   1.809539394268e+02   2.045081314897e+00   4.996527103725e-01   9.455598855294e+01  -2.023409693104e-01   1.343230527830e-02   2.458660662462e+02  -9.076532250460e-02  -1.804759697615e+00   1.260255754098e+02  -1.170517883308e-01  -1.025929246762e-02
  1.275000000000e+00   1.808736307036e+02   2.071073132649e+00  -5.350491821010e-01   9.451312654309e+01  -1.732884386118e-01   1.047718258105e-01   2.467637442931e+02  -9.130468489968e-02  -1.692818045839e+00   1.264982826162e+02  -1.180211779741e-01  -1.055359591728e-02
  1.280000000000e+00   1.807928252657e+02   1.598540329928e+00  -1.471809296359e+00   9.447046234800e+01  -1.055730763280e-01   1.724341257450e-01   2.476609258852e+02  -9.184606407643e-02  -1.580132539211e+00   1.269707757024e+02  -1.189905669444e-01  -1.084265396834e-02
  1.285000000000e+00   1.807107059123e+02   7.283984400727e-01  -2.082964067566e+00   9.442788270336e+01  -1.445359875409e-02   2.013304100260e-01   2.485576054648e+02  -9.238937800637e-02  -1.466704231620e+00   1.274430553455e+02  -1.199598938089e-01  -1.112613232546e-02
  1.290000000000e+00   1.806277702287e+02  -3.409635113000e-01  -2.214068414321e+00   9.438527905370e+01   7.960099063946e-02   1.850988026012e-01   2.494537765793e+02  -9.293453055161e-02  -1.352534295989e+00   1.279151216208e+02  -1.209291012141e-01  -1.140370626549e-02
  1.295000000000e+00   1.805454478157e+02  -1.359430065371e+00  -1.822122468302e+00   9.434264636011e+01   1.555185037428e-01   1.275120291613e-01   2.503494379410e+02  -9.348148010794e-02  -1.237623290978e+00   1.283869742939e+02  -1.218981357078e-01  -1.167506036117e-02
  1.300000000000e+00   1.804648506983e+02  -2.083898529904e+00  -9.877293555194e-01   9.430009287017e+01   1.963551114284e-01   4.160363499377e-02   2.512445951025e+02  -9.403026336853e-02  -1.121970941843e+00   1.288586134085e+02  -1.228669483392e-01  -1.193988882264e-02
  1.305000000000e+00   1.803857510226e+02  -2.336149805524e+00   1.019933844778e-01   9.425774766523e+01   1.930860172971e-01  -5.328468225969e-02   2.521392560127e+02  -9.458094743698e-02  -1.005576669849e+00   1.293300396526e+02  -1.238354942524e-01  -1.219789636561e-02
  1.310000000000e+00   1.803067202125e+02  -2.046096206084e+00   1.195991271785e+00   9.421564477024e+01   1.466054448471e-01  -1.358637666152e-01   2.530334241791e+02  -9.513354840858e-02  -8.884404359950e-01   1.298012541584e+02  -1.248037321295e-01  -1.244879802512e-02
  1.315000000000e+00   1.802263549048e+02  -1.270019398992e+00   2.037515362028e+00   9.417368719841e+01   6.749226118798e-02  -1.876805186697e-01   2.539270954872e+02  -9.568798850812e-02  -7.705631523376e-01   1.302722578906e+02  -1.257716247898e-01  -1.269231935240e-02
  1.320000000000e+00   1.801445348825e+02  -1.792438864069e-01   2.424432093051e+00   9.413172681499e+01  -2.639845923164e-02  -1.972479413159e-01   2.548202616990e+02  -9.624413468995e-02  -6.519462610825e-01   1.307430511514e+02  -1.267391390831e-01  -1.292819761177e-02
  1.325000000000e+00   1.800625897217e+02   9.783687285277e-01   2.257411829990e+00   9.408969359169e+01  -1.139689641523e-01  -1.625959895806e-01   2.557129177948e+02  -9.680189084748e-02  -5.325908109483e-01   1.312136336518e+02  -1.277062450590e-01  -1.315618176560e-02
  1.330000000000e+00   1.799821841195e+02   1.935297329187e+00   1.564562287006e+00   9.404766116881e+01  -1.756246132081e-01  -9.167558798397e-02   2.566050667818e+02  -9.736126367385e-02  -4.124968313825e-01   1.316840051108e+02  -1.286729164307e-01  -1.337603198608e-02
  1.335000000000e+00   1.799038628785e+02   2.466429540918e+00   4.965438756929e-01   9.400578805127e+01  -1.976623189320e-01  -5.337019562881e-04   2.574967176060e+02  -9.792233984038e-02  -2.916635805818e-01   1.321541658761e+02  -1.296391308661e-01  -1.358752051922e-02
  1.340000000000e+00   1.798265287118e+02   2.441861356902e+00  -7.069066996438e-01   9.396418165818e+01  -1.753175695689e-01   9.032022547359e-02   2.583878777450e+02  -9.848518901412e-02  -1.700904937475e-01   1.326241170163e+02  -1.306048689682e-01  -1.379043200220e-02
  1.345000000000e+00   1.797483447591e+02   1.858075516799e+00  -1.771443881938e+00   9.392280210194e+01  -1.137926804708e-01   1.605318388436e-01   2.592785468080e+02  -9.904977488195e-02  -4.777802735075e-02   1.330938597856e+02  -1.315701143182e-01  -1.398456287517e-02
